2018-05-17 13:53:04 INFO  TC001_VerifyLoginwithInvalidCredentials:30 - ===============Starting verifyLoginwithInvalidCredentials Test========================
 2018-05-22 11:47:45 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (952a8ee0-5e0b-4804-a264-b0411a1d87d1)] -> xpath: //a[@class='login']]
 2018-05-22 11:47:46 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:49:54 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:49:57 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (66b65b5b-38a5-4972-b14f-9d6a8fdcd6b5)] -> xpath: //a[@class='login']]
 2018-05-22 11:50:26 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:51:45 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:51:47 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (e93029a3-d487-4604-bc57-70ba4522b17e)] -> xpath: //a[@class='login']]
 2018-05-22 11:51:48 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:52:44 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:52:47 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (47daff4c-7bd7-430a-8cab-12451ae0d1d4)] -> xpath: //a[@class='login']]
 2018-05-22 11:52:48 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:53:59 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:54:02 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (2192a60d-0381-4b17-8d5c-be7742467152)] -> xpath: //a[@class='login']]
 2018-05-22 11:54:03 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-22 11:55:45 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 11:55:48 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (a5c325da-7753-4917-94aa-49b1ca086438)] -> xpath: //a[@class='login']]
 2018-05-22 12:52:42 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-22 12:52:45 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (254aa215-6ca2-4511-90b5-75760025f991)] -> xpath: //a[@class='login']]
 2018-05-24 10:45:46 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-24 10:45:49 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //a[@class='login']]
 2018-05-24 10:45:49 INFO  Homepage:47 - Entered Email address automation1@gmail.com and object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@id='email']]
 2018-05-24 10:45:49 INFO  Homepage:49 - Entered passwrod password1 and object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@id='passwd']]
 2018-05-24 10:45:50 INFO  Homepage:51 - Clicked on Submit button and object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@id='SubmitLogin']]
 2018-05-24 10:46:51 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-24 10:46:51 INFO  TC003_VerifyLoginwithdifferentRecords:39 - ===============Starting VerifyLoginwithdifferentRecords Test========================
 2018-05-24 10:46:53 INFO  Homepage:45 - Clicked on Sign In and Object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //a[@class='login']]
 2018-05-24 10:46:53 INFO  Homepage:47 - Entered Email address abdulrauff150@gmail.com and object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@id='email']]
 2018-05-24 10:46:53 INFO  Homepage:49 - Entered passwrod zaq12wsx and object is [[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@id='passwd']]
 2018-05-24 10:47:56 INFO  Homepage:51 - Clicked on Submit button and object is Proxy element for: DefaultElementLocator 'By.xpath: //*[@id='SubmitLogin']'
 2018-05-24 10:47:56 INFO  Homepage:68 - SignOut button is displayed and the Object is:-[[FirefoxDriver: firefox on XP (a7b6cb31-8403-4615-95c8-8e16cd3b7c88)] -> xpath: //*[@class='logout']]
 2018-05-24 10:47:58 INFO  TC003_VerifyLoginwithdifferentRecords:50 - ===============Finished VerifyLoginwithdifferentRecords Test========================
 2018-05-24 12:30:13 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-24 12:30:16 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (71e3b241-98c0-4048-9503-37829e0d64bb)] -> xpath: //a[@class='login']]
 2018-05-24 12:30:17 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 2018-05-24 12:36:30 INFO  TC002_VerifySignUp:29 - ===============Starting verifySignup Test========================
 2018-05-24 12:36:33 INFO  Signup:33 - Clicked on Sign In to start registration and Object is [[FirefoxDriver: firefox on XP (4e636b2f-06a6-4499-832e-21e5355d34a4)] -> xpath: //a[@class='login']]
 2018-05-24 12:36:33 INFO  TC002_VerifySignUp:34 - ===============Finished verifySignup Test========================
 
